"No.","Time","Source","Destination","Protocol","Length","Info"
"458","14.892456","2404:6800:4009:805::2003","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Handshake, SCID=fed2f827351f9e32"
"459","14.892456","2404:6800:4009:805::2003","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","857","Protected Payload (KP0)"
"460","14.892456","2404:6800:4009:805::2003","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","233","Protected Payload (KP0)"
"461","14.892456","2404:6800:4009:805::2003","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","86","Protected Payload (KP0)"
"462","14.892983","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1025","Protected Payload (KP0)"
"463","14.892983","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","135","Protected Payload (KP0)"
"464","14.893172","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:805::2003","QUIC","140","Handshake, DCID=fed2f827351f9e32"
"465","14.893375","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:805::2003","QUIC","93","Protected Payload (KP0), DCID=fed2f827351f9e32"
"466","14.893679","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","98","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"467","14.894258","2404:6800:4009:829::2003","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53906 [ACK] Seq=377 Ack=1128 Win=68608 Len=0"
"468","14.894258","2404:6800:4009:829::2003","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1032","Application Data, Application Data"
"469","14.897562","2404:6800:4009:805::2003","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","182","Protected Payload (KP0)"
"470","14.897832","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:805::2003","QUIC","93","Protected Payload (KP0), DCID=fed2f827351f9e32"
"471","14.921473","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"472","14.922434","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","87","Protected Payload (KP0)"
"473","14.948050","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2003","TCP","74","53906  >  443 [ACK] Seq=1128 Ack=1335 Win=65024 Len=0"
"474","14.985765","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","139","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"475","15.013817","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","91","Protected Payload (KP0)"
"476","15.040120","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"477","15.096556","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"478","15.096556","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","339","Protected Payload (KP0)"
"479","15.096556","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","173","Protected Payload (KP0)"
"480","15.096990","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","98","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"481","15.097094","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","94","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"482","15.126975","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","87","Protected Payload (KP0)"
"483","15.949932","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","271","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"484","15.982059","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","91","Protected Payload (KP0)"
"485","16.014456","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"486","16.019005","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"487","16.019208","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","96","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"488","16.060080","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"489","16.060080","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","795","Protected Payload (KP0)"
"490","16.060438","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","100","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"491","16.060567","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","96","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"492","16.061032","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"493","16.061146","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","219","Protected Payload (KP0)"
"494","16.061411","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","96","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"495","16.070720","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","180","Protected Payload (KP0), DCID=e7bc656e73204915"
"496","16.070894","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","180","Protected Payload (KP0), DCID=e7bc656e73204915"
"497","16.071011","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","180","Protected Payload (KP0), DCID=e7bc656e73204915"
"498","16.071125","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","192","Protected Payload (KP0), DCID=e7bc656e73204915"
"499","16.071237","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","180","Protected Payload (KP0), DCID=e7bc656e73204915"
"500","16.075401","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","956","Protected Payload (KP0)"
"501","16.075755","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"502","16.077691","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","90","Protected Payload (KP0)"
"503","16.078086","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","90","Protected Payload (KP0)"
"504","16.078339","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","93","Protected Payload (KP0), DCID=e7bc656e73204915"
"505","16.079890","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"506","16.079890","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"507","16.079890","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","395","Protected Payload (KP0)"
"508","16.080190","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"509","16.080318","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"510","16.080361","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"511","16.080361","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1086","Protected Payload (KP0)"
"512","16.080825","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","98","Protected Payload (KP0), DCID=e7bc656e73204915"
"513","16.084731","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"514","16.084731","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"515","16.092631","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","97","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"516","16.093364","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"517","16.108349","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","94","Protected Payload (KP0), DCID=e7bc656e73204915"
"518","16.131139","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","272","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"519","16.162915","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","92","Protected Payload (KP0)"
"520","16.200354","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"521","16.200785","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","96","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"522","16.248271","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"523","16.248271","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"524","16.248271","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","165","Protected Payload (KP0)"
"525","16.248271","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","191","Protected Payload (KP0)"
"526","16.249542","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","100","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"527","16.249944","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","96","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"528","16.250173","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","96","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"529","16.262341","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","194","Protected Payload (KP0), DCID=e7bc656e73204915"
"530","16.263008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","179","Protected Payload (KP0), DCID=e7bc656e73204915"
"531","16.263629","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","181","Protected Payload (KP0), DCID=e7bc656e73204915"
"532","16.264211","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","180","Protected Payload (KP0), DCID=e7bc656e73204915"
"533","16.265394","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","181","Protected Payload (KP0), DCID=e7bc656e73204915"
"534","16.266327","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","195","Protected Payload (KP0), DCID=e7bc656e73204915"
"535","16.266647","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","196","Protected Payload (KP0), DCID=e7bc656e73204915"
"536","16.266925","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","193","Protected Payload (KP0), DCID=e7bc656e73204915"
"537","16.268193","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","90","Protected Payload (KP0)"
"538","16.269722","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"539","16.269722","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"540","16.269722","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","427","Protected Payload (KP0)"
"541","16.269958","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","959","Protected Payload (KP0)"
"542","16.270251","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"543","16.270551","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"544","16.270829","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"545","16.271576","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","90","Protected Payload (KP0)"
"546","16.271978","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","90","Protected Payload (KP0)"
"547","16.273117","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","93","Protected Payload (KP0), DCID=e7bc656e73204915"
"548","16.274498","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"549","16.274498","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"550","16.274498","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"551","16.274498","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"552","16.274498","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","937","Protected Payload (KP0)"
"553","16.274834","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"554","16.274834","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","548","Protected Payload (KP0)"
"555","16.274834","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"556","16.274932","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"557","16.275153","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"558","16.275316","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"559","16.275476","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"560","16.275690","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"561","16.276617","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","97","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"562","16.278204","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"563","16.278204","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"564","16.279601","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"565","16.281232","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"566","16.308008","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","548","Protected Payload (KP0)"
"567","16.308281","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","95","Protected Payload (KP0), DCID=e7bc656e73204915"
"568","16.314075","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","273","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"569","16.344125","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","92","Protected Payload (KP0)"
"570","16.372807","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"571","16.442495","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"572","16.442495","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","996","Protected Payload (KP0)"
"573","16.442495","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","132","Protected Payload (KP0)"
"574","16.442858","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","98","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"575","16.442944","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","94","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"576","16.445838","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","195","Protected Payload (KP0), DCID=e7bc656e73204915"
"577","16.445992","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","182","Protected Payload (KP0), DCID=e7bc656e73204915"
"578","16.446110","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","181","Protected Payload (KP0), DCID=e7bc656e73204915"
"579","16.446242","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","195","Protected Payload (KP0), DCID=e7bc656e73204915"
"580","16.446373","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","196","Protected Payload (KP0), DCID=e7bc656e73204915"
"581","16.455762","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","90","Protected Payload (KP0)"
"582","16.455762","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","90","Protected Payload (KP0)"
"583","16.455762","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","855","Protected Payload (KP0)"
"584","16.455989","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","93","Protected Payload (KP0), DCID=e7bc656e73204915"
"585","16.456193","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"586","16.456460","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1287","Protected Payload (KP0)"
"587","16.456460","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1287","Protected Payload (KP0)"
"588","16.456460","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"589","16.456803","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"590","16.456906","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"591","16.458057","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"592","16.458057","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"593","16.458057","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","184","Protected Payload (KP0)"
"594","16.458745","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","98","Protected Payload (KP0), DCID=e7bc656e73204915"
"595","16.458819","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","93","Protected Payload (KP0), DCID=e7bc656e73204915"
"596","16.462047","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"597","16.462047","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"598","16.473969","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"599","16.541310","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","273","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"600","16.570389","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","92","Protected Payload (KP0)"
"601","16.575235","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"602","16.649304","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"603","16.649304","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","477","Protected Payload (KP0)"
"604","16.649604","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"605","16.649728","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","313","Protected Payload (KP0)"
"606","16.649826","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","98","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"607","16.651358","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"608","16.680852","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"609","16.838695","192.168.1.5","224.0.0.251","MDNS","145","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR _meshcop._udp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question"
"610","17.685895","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","275","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"611","17.715197","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","92","Protected Payload (KP0)"
"612","17.726978","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"613","17.797517","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"614","17.797517","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","148","Protected Payload (KP0)"
"615","17.797779","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"616","17.798056","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","299","Protected Payload (KP0)"
"617","17.798738","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","98","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"618","17.801591","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"619","17.806375","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","196","Protected Payload (KP0), DCID=e7bc656e73204915"
"620","17.812188","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1287","Protected Payload (KP0)"
"621","17.812188","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","610","Protected Payload (KP0)"
"622","17.813192","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","97","Protected Payload (KP0), DCID=e7bc656e73204915"
"623","17.829536","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"624","17.839105","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","94","Protected Payload (KP0), DCID=e7bc656e73204915"
"625","17.842950","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","87","Protected Payload (KP0)"
"626","17.980669","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","276","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"627","18.009801","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","92","Protected Payload (KP0)"
"628","18.027385","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"629","18.097772","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","982","Protected Payload (KP0)"
"630","18.098109","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","262","Protected Payload (KP0)"
"631","18.098628","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","98","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"632","18.101370","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","95","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"633","18.127542","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"634","18.515956","fe80::1","fe80::53cc:5d4e:e708:267a","ICMPv6","86","Neighbor Solicitation for fe80::53cc:5d4e:e708:267a from 04:25:e0:d7:16:80"
"635","18.516140","fe80::53cc:5d4e:e708:267a","fe80::1","ICMPv6","86","Neighbor Advertisement fe80::53cc:5d4e:e708:267a (sol, ovr) is at 84:c5:a6:ba:5b:5d"
"636","18.517871","TaicangT&WEl_d7:16:80","Intel_ba:5b:5d","ARP","60","Who has 192.168.1.17? Tell 192.168.1.254"
